Id,LotArea,Street,Utilities,Condition1,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,RoofStyle,RoofMatl,Exterior1st,SaleCondition,SalePrice
1450,1533,Pave,AllPub,Norm,Twnhs,SFoyer,5,7,1970,Gable,CompShg,CemntBd,Abnorml,92000
1451,9000,Pave,AllPub,Norm,Duplex,2Story,5,5,1974,Gable,CompShg,VinylSd,Normal,136000
1452,9262,Pave,AllPub,Norm,1Fam,1Story,8,5,2008,Gable,CompShg,CemntBd,Partial,287090
1453,3675,Pave,AllPub,Norm,TwnhsE,SLvl,5,5,2005,Gable,CompShg,VinylSd,Normal,145000
1454,17217,Pave,AllPub,Norm,1Fam,1Story,5,5,2006,Gable,CompShg,VinylSd,Abnorml,84500
1455,7500,Pave,AllPub,Norm,1Fam,1Story,7,5,2004,Gable,CompShg,VinylSd,Normal,185000
1456,7917,Pave,AllPub,Norm,1Fam,2Story,6,5,1999,Gable,CompShg,VinylSd,Normal,175000
1457,13175,Pave,AllPub,Norm,1Fam,1Story,6,6,1978,Gable,CompShg,Plywood,Normal,210000
1458,9042,Pave,AllPub,Norm,1Fam,2Story,7,9,1941,Gable,CompShg,CemntBd,Normal,266500
1459,9717,Pave,AllPub,Norm,1Fam,1Story,5,6,1950,Hip,CompShg,MetalSd,Normal,142125
1460,9937,Pave,AllPub,Norm,1Fam,1Story,5,6,1965,Gable,CompShg,HdBoard,Normal,147500
